from_unit,to_unit,factor,category,description
yard,furlong,0.004545454545,length,Convert yard to furlong: multiply by 0.004545454545454545
yard,chain,0.045454545455,length,Convert yard to chain: multiply by 0.04545454545454545
yard,rod,0.181818181818,length,Convert yard to rod: multiply by 0.1818181818181818
yard,hand,9.0,length,Convert yard to hand: multiply by 9.0
yard,link,4.545454545455,length,Convert yard to link: multiply by 4.545454545454545
yard,league,0.000189393939,length,Convert yard to league: multiply by 0.0001893939393939394
yard,cable,0.004937365011,length,Convert yard to cable: multiply by 0.004937365010799137
yard,astronomical_unit,6e-12,length,Convert yard to astronomical_unit: multiply by 6.112386464602266e-12
yard,light_year,0.0,length,Convert yard to light_year: multiply by 9.665215626321084e-17
yard,parsec,0.0,length,Convert yard to parsec: multiply by 2.9633685822679276e-17
yard,planck_length,5.657523101243306e+34,length,Convert yard to planck_length: multiply by 5.657523101243306e+34
yard,mil,36000.0,length,Convert yard to mil: multiply by 36000.0
yard,pica,216.0,length,Convert yard to pica: multiply by 216.00000000000003
yard,point,2592.0,length,Convert yard to point: multiply by 2592.0
foot,meter,0.3048,length,Convert foot to meter: multiply by 0.3048
foot,kilometer,0.0003048,length,Convert foot to kilometer: multiply by 0.00030480000000000004
foot,decimeter,3.048,length,Convert foot to decimeter: multiply by 3.048
foot,centimeter,30.48,length,Convert foot to centimeter: multiply by 30.48
foot,millimeter,304.8,length,Convert foot to millimeter: multiply by 304.8
foot,micrometer,304800.00000000006,length,Convert foot to micrometer: multiply by 304800.00000000006
foot,nanometer,304800000.0,length,Convert foot to nanometer: multiply by 304800000.0
foot,picometer,304800000000.0,length,Convert foot to picometer: multiply by 304800000000.0
foot,angstrom,3048000000.0,length,Convert foot to angstrom: multiply by 3048000000.0
foot,femtometer,304800000000000.0,length,Convert foot to femtometer: multiply by 304800000000000.0
foot,mile,0.000189393939,length,Convert foot to mile: multiply by 0.0001893939393939394
foot,yard,0.333333333333,length,Convert foot to yard: multiply by 0.33333333333333337
foot,inch,12.0,length,Convert foot to inch: multiply by 12.000000000000002
foot,nautical_mile,0.000164578834,length,Convert foot to nautical_mile: multiply by 0.00016457883369330455
foot,fathom,0.166666666667,length,Convert foot to fathom: multiply by 0.16666666666666669
foot,furlong,0.001515151515,length,Convert foot to furlong: multiply by 0.0015151515151515152
foot,chain,0.015151515152,length,Convert foot to chain: multiply by 0.015151515151515152
foot,rod,0.060606060606,length,Convert foot to rod: multiply by 0.06060606060606061
foot,hand,3.0,length,Convert foot to hand: multiply by 3.0000000000000004
foot,link,1.515151515152,length,Convert foot to link: multiply by 1.5151515151515151
foot,league,6.3131313e-05,length,Convert foot to league: multiply by 6.313131313131313e-05
foot,cable,0.001645788337,length,Convert foot to cable: multiply by 0.0016457883369330455
foot,astronomical_unit,2e-12,length,Convert foot to astronomical_unit: multiply by 2.0374621548674225e-12
foot,light_year,0.0,length,Convert foot to light_year: multiply by 3.221738542107028e-17
foot,parsec,0.0,length,Convert foot to parsec: multiply by 9.877895274226425e-18
foot,planck_length,1.8858410337477689e+34,length,Convert foot to planck_length: multiply by 1.8858410337477689e+34
foot,mil,12000.0,length,Convert foot to mil: multiply by 12000.0
foot,pica,72.0,length,Convert foot to pica: multiply by 72.00000000000001
foot,point,864.0,length,Convert foot to point: multiply by 864.0000000000001
inch,meter,0.0254,length,Convert inch to meter: multiply by 0.0254
inch,kilometer,2.54e-05,length,Convert inch to kilometer: multiply by 2.5399999999999997e-05
inch,decimeter,0.254,length,Convert inch to decimeter: multiply by 0.25399999999999995
inch,centimeter,2.54,length,Convert inch to centimeter: multiply by 2.54
inch,millimeter,25.4,length,Convert inch to millimeter: multiply by 25.4
inch,micrometer,25400.0,length,Convert inch to micrometer: multiply by 25400.0
inch,nanometer,25399999.999999996,length,Convert inch to nanometer: multiply by 25399999.999999996
inch,picometer,25400000000.0,length,Convert inch to picometer: multiply by 25400000000.0
inch,angstrom,253999999.99999997,length,Convert inch to angstrom: multiply by 253999999.99999997
inch,femtometer,25399999999999.996,length,Convert inch to femtometer: multiply by 25399999999999.996
inch,mile,1.5782828e-05,length,Convert inch to mile: multiply by 1.5782828282828283e-05
inch,yard,0.027777777778,length,Convert inch to yard: multiply by 0.027777777777777776
inch,foot,0.083333333333,length,Convert inch to foot: multiply by 0.08333333333333333
inch,nautical_mile,1.3714903e-05,length,Convert inch to nautical_mile: multiply by 1.3714902807775378e-05
inch,fathom,0.013888888889,length,Convert inch to fathom: multiply by 0.013888888888888888
inch,furlong,0.000126262626,length,Convert inch to furlong: multiply by 0.00012626262626262626
inch,chain,0.001262626263,length,Convert inch to chain: multiply by 0.0012626262626262625
inch,rod,0.005050505051,length,Convert inch to rod: multiply by 0.00505050505050505
inch,hand,0.25,length,Convert inch to hand: multiply by 0.25
inch,link,0.126262626263,length,Convert inch to link: multiply by 0.12626262626262624
inch,league,5.260943e-06,length,Convert inch to league: multiply by 5.26094276094276e-06
inch,cable,0.000137149028,length,Convert inch to cable: multiply by 0.00013714902807775378
inch,astronomical_unit,0.0,length,Convert inch to astronomical_unit: multiply by 1.6978851290561852e-13
inch,light_year,0.0,length,Convert inch to light_year: multiply by 2.684782118422523e-18
inch,parsec,0.0,length,Convert inch to parsec: multiply by 8.231579395188687e-19
inch,planck_length,1.5715341947898072e+33,length,Convert inch to planck_length: multiply by 1.5715341947898072e+33
inch,mil,1000.0,length,Convert inch to mil: multiply by 999.9999999999999
inch,pica,6.0,length,Convert inch to pica: multiply by 6.0
inch,point,72.0,length,Convert inch to point: multiply by 72.0
nautical_mile,meter,1852.0,length,Convert nautical_mile to meter: multiply by 1852.0
nautical_mile,kilometer,1.852,length,Convert nautical_mile to kilometer: multiply by 1.852
nautical_mile,decimeter,18520.0,length,Convert nautical_mile to decimeter: multiply by 18520.0
nautical_mile,centimeter,185200.0,length,Convert nautical_mile to centimeter: multiply by 185200.0
nautical_mile,millimeter,1852000.0,length,Convert nautical_mile to millimeter: multiply by 1852000.0
nautical_mile,micrometer,1852000000.0,length,Convert nautical_mile to micrometer: multiply by 1852000000.0
nautical_mile,nanometer,1852000000000.0,length,Convert nautical_mile to nanometer: multiply by 1852000000000.0
nautical_mile,picometer,1852000000000000.0,length,Convert nautical_mile to picometer: multiply by 1852000000000000.0
nautical_mile,angstrom,18520000000000.0,length,Convert nautical_mile to angstrom: multiply by 18520000000000.0
nautical_mile,femtometer,1.8519999999999997e+18,length,Convert nautical_mile to femtometer: multiply by 1.8519999999999997e+18
nautical_mile,mile,1.150779448024,length,Convert nautical_mile to mile: multiply by 1.1507794480235425
nautical_mile,yard,2025.371828521435,length,Convert nautical_mile to yard: multiply by 2025.3718285214347
nautical_mile,foot,6076.115485564304,length,Convert nautical_mile to foot: multiply by 6076.115485564304
nautical_mile,inch,72913.38582677166,length,Convert nautical_mile to inch: multiply by 72913.38582677166
nautical_mile,fathom,1012.685914260717,length,Convert nautical_mile to fathom: multiply by 1012.6859142607174
nautical_mile,furlong,9.206235584188,length,Convert nautical_mile to furlong: multiply by 9.20623558418834
nautical_mile,chain,92.062355841883,length,Convert nautical_mile to chain: multiply by 92.06235584188339
nautical_mile,rod,368.249423367534,length,Convert nautical_mile to rod: multiply by 368.24942336753355
nautical_mile,hand,18228.346456692914,length,Convert nautical_mile to hand: multiply by 18228.346456692914
nautical_mile,link,9206.23558418834,length,Convert nautical_mile to link: multiply by 9206.23558418834
nautical_mile,league,0.383593149341,length,Convert nautical_mile to league: multiply by 0.38359314934118083
nautical_mile,cable,10.0,length,Convert nautical_mile to cable: multiply by 10.0
nautical_mile,astronomical_unit,1.238e-08,length,Convert nautical_mile to astronomical_unit: multiply by 1.237985535044116e-08
nautical_mile,light_year,0.0,length,Convert nautical_mile to light_year: multiply by 1.957565544613588e-13
nautical_mile,parsec,0.0,length,Convert nautical_mile to parsec: multiply by 6.001923244050964e-14
nautical_mile,planck_length,1.1458587908467413e+38,length,Convert nautical_mile to planck_length: multiply by 1.1458587908467413e+38
nautical_mile,mil,72913385.82677165,length,Convert nautical_mile to mil: multiply by 72913385.82677165
nautical_mile,pica,437480.31496062997,length,Convert nautical_mile to pica: multiply by 437480.31496062997
nautical_mile,point,5249763.779527559,length,Convert nautical_mile to point: multiply by 5249763.779527559
fathom,meter,1.8288,length,Convert fathom to meter: multiply by 1.8288
fathom,kilometer,0.0018288,length,Convert fathom to kilometer: multiply by 0.0018288
fathom,decimeter,18.288,length,Convert fathom to decimeter: multiply by 18.288
fathom,centimeter,182.88,length,Convert fathom to centimeter: multiply by 182.88
fathom,millimeter,1828.8,length,Convert fathom to millimeter: multiply by 1828.8
fathom,micrometer,1828800.0,length,Convert fathom to micrometer: multiply by 1828800.0
fathom,nanometer,1828799999.9999998,length,Convert fathom to nanometer: multiply by 1828799999.9999998
fathom,picometer,1828800000000.0,length,Convert fathom to picometer: multiply by 1828800000000.0
fathom,angstrom,18288000000.0,length,Convert fathom to angstrom: multiply by 18288000000.0
fathom,femtometer,1828799999999999.8,length,Convert fathom to femtometer: multiply by 1828799999999999.8
fathom,mile,0.001136363636,length,Convert fathom to mile: multiply by 0.0011363636363636363
fathom,yard,2.0,length,Convert fathom to yard: multiply by 2.0
fathom,foot,6.0,length,Convert fathom to foot: multiply by 6.0
fathom,inch,72.0,length,Convert fathom to inch: multiply by 72.0
fathom,nautical_mile,0.000987473002,length,Convert fathom to nautical_mile: multiply by 0.0009874730021598272
fathom,furlong,0.009090909091,length,Convert fathom to furlong: multiply by 0.00909090909090909
fathom,chain,0.090909090909,length,Convert fathom to chain: multiply by 0.0909090909090909
fathom,rod,0.363636363636,length,Convert fathom to rod: multiply by 0.3636363636363636
fathom,hand,18.0,length,Convert fathom to hand: multiply by 18.0
fathom,link,9.090909090909,length,Convert fathom to link: multiply by 9.09090909090909
fathom,league,0.000378787879,length,Convert fathom to league: multiply by 0.0003787878787878788
fathom,cable,0.009874730022,length,Convert fathom to cable: multiply by 0.009874730021598273
fathom,astronomical_unit,1.2e-11,length,Convert fathom to astronomical_unit: multiply by 1.2224772929204532e-11
fathom,light_year,0.0,length,Convert fathom to light_year: multiply by 1.9330431252642168e-16
fathom,parsec,0.0,length,Convert fathom to parsec: multiply by 5.926737164535855e-17
fathom,planck_length,1.1315046202486612e+35,length,Convert fathom to planck_length: multiply by 1.1315046202486612e+35
fathom,mil,72000.0,length,Convert fathom to mil: multiply by 72000.0
fathom,pica,432.0,length,Convert fathom to pica: multiply by 432.00000000000006
fathom,point,5184.0,length,Convert fathom to point: multiply by 5184.0
furlong,meter,201.168,length,Convert furlong to meter: multiply by 201.168
furlong,kilometer,0.201168,length,Convert furlong to kilometer: multiply by 0.201168
furlong,decimeter,2011.68,length,Convert furlong to decimeter: multiply by 2011.68
furlong,centimeter,20116.8,length,Convert furlong to centimeter: multiply by 20116.8
furlong,millimeter,201168.0,length,Convert furlong to millimeter: multiply by 201168.0
furlong,micrometer,201168000.00000003,length,Convert furlong to micrometer: multiply by 201168000.00000003
furlong,nanometer,201168000000.0,length,Convert furlong to nanometer: multiply by 201168000000.0
furlong,picometer,201168000000000.0,length,Convert furlong to picometer: multiply by 201168000000000.0
furlong,angstrom,2011680000000.0,length,Convert furlong to angstrom: multiply by 2011680000000.0
furlong,femtometer,2.01168e+17,length,Convert furlong to femtometer: multiply by 2.01168e+17
furlong,mile,0.125,length,Convert furlong to mile: multiply by 0.125
furlong,yard,220.0,length,Convert furlong to yard: multiply by 220.0
furlong,foot,660.0,length,Convert furlong to foot: multiply by 660.0
furlong,inch,7920.000000000001,length,Convert furlong to inch: multiply by 7920.000000000001
furlong,nautical_mile,0.108622030238,length,Convert furlong to nautical_mile: multiply by 0.10862203023758099
furlong,fathom,110.0,length,Convert furlong to fathom: multiply by 110.0
furlong,chain,10.0,length,Convert furlong to chain: multiply by 10.0
furlong,rod,40.0,length,Convert furlong to rod: multiply by 40.0
