from_unit,to_unit,factor,category,description
liter,barrel_oil,0.00628981077,volume,Convert liter to barrel_oil: multiply by 0.006289810770432105
liter,bushel_us,0.028377593258,volume,Convert liter to bushel_us: multiply by 0.028377593258401747
liter,peck_us,0.113510373034,volume,Convert liter to peck_us: multiply by 0.11351037303360699
milliliter,liter,0.001,volume,Convert milliliter to liter: multiply by 0.001
milliliter,centiliter,0.1,volume,Convert milliliter to centiliter: multiply by 0.1
milliliter,deciliter,0.01,volume,Convert milliliter to deciliter: multiply by 0.01
milliliter,hectoliter,1e-05,volume,Convert milliliter to hectoliter: multiply by 1e-05
milliliter,cubic_meter,1e-06,volume,Convert milliliter to cubic_meter: multiply by 1e-06
milliliter,cubic_centimeter,1.0,volume,Convert milliliter to cubic_centimeter: multiply by 1.0
milliliter,gallon_us,0.000264172052,volume,Convert milliliter to gallon_us: multiply by 0.00026417205235814843
milliliter,quart_us,0.001056688209,volume,Convert milliliter to quart_us: multiply by 0.0010566882094325937
milliliter,pint_us,0.002113376419,volume,Convert milliliter to pint_us: multiply by 0.0021133764188651875
milliliter,cup_us,0.004226752838,volume,Convert milliliter to cup_us: multiply by 0.004226752837730375
milliliter,fluid_ounce_us,0.033814022702,volume,Convert milliliter to fluid_ounce_us: multiply by 0.033814022701843
milliliter,tablespoon_us,0.067628045404,volume,Convert milliliter to tablespoon_us: multiply by 0.067628045403686
milliliter,teaspoon_us,0.202884136211,volume,Convert milliliter to teaspoon_us: multiply by 0.202884136211058
milliliter,gallon_uk,0.000219969248,volume,Convert milliliter to gallon_uk: multiply by 0.00021996924829908776
milliliter,quart_uk,0.000879876993,volume,Convert milliliter to quart_uk: multiply by 0.000879876993196351
milliliter,pint_uk,0.001759753986,volume,Convert milliliter to pint_uk: multiply by 0.001759753986392702
milliliter,fluid_ounce_uk,0.035195079728,volume,Convert milliliter to fluid_ounce_uk: multiply by 0.035195079727854045
milliliter,barrel_oil,6.289811e-06,volume,Convert milliliter to barrel_oil: multiply by 6.289810770432105e-06
milliliter,bushel_us,2.8377593e-05,volume,Convert milliliter to bushel_us: multiply by 2.8377593258401748e-05
milliliter,peck_us,0.000113510373,volume,Convert milliliter to peck_us: multiply by 0.00011351037303360699
centiliter,liter,0.01,volume,Convert centiliter to liter: multiply by 0.01
centiliter,milliliter,10.0,volume,Convert centiliter to milliliter: multiply by 10.0
centiliter,deciliter,0.1,volume,Convert centiliter to deciliter: multiply by 0.09999999999999999
centiliter,hectoliter,0.0001,volume,Convert centiliter to hectoliter: multiply by 0.0001
centiliter,cubic_meter,1e-05,volume,Convert centiliter to cubic_meter: multiply by 1e-05
centiliter,cubic_centimeter,10.0,volume,Convert centiliter to cubic_centimeter: multiply by 10.0
centiliter,gallon_us,0.002641720524,volume,Convert centiliter to gallon_us: multiply by 0.0026417205235814843
centiliter,quart_us,0.010566882094,volume,Convert centiliter to quart_us: multiply by 0.010566882094325937
centiliter,pint_us,0.021133764189,volume,Convert centiliter to pint_us: multiply by 0.021133764188651875
centiliter,cup_us,0.042267528377,volume,Convert centiliter to cup_us: multiply by 0.04226752837730375
centiliter,fluid_ounce_us,0.338140227018,volume,Convert centiliter to fluid_ounce_us: multiply by 0.33814022701843
centiliter,tablespoon_us,0.676280454037,volume,Convert centiliter to tablespoon_us: multiply by 0.67628045403686
centiliter,teaspoon_us,2.028841362111,volume,Convert centiliter to teaspoon_us: multiply by 2.02884136211058
centiliter,gallon_uk,0.002199692483,volume,Convert centiliter to gallon_uk: multiply by 0.002199692482990878
centiliter,quart_uk,0.008798769932,volume,Convert centiliter to quart_uk: multiply by 0.008798769931963511
centiliter,pint_uk,0.017597539864,volume,Convert centiliter to pint_uk: multiply by 0.017597539863927023
centiliter,fluid_ounce_uk,0.351950797279,volume,Convert centiliter to fluid_ounce_uk: multiply by 0.3519507972785405
centiliter,barrel_oil,6.2898108e-05,volume,Convert centiliter to barrel_oil: multiply by 6.289810770432105e-05
centiliter,bushel_us,0.000283775933,volume,Convert centiliter to bushel_us: multiply by 0.0002837759325840175
centiliter,peck_us,0.00113510373,volume,Convert centiliter to peck_us: multiply by 0.00113510373033607
deciliter,liter,0.1,volume,Convert deciliter to liter: multiply by 0.1
deciliter,milliliter,100.0,volume,Convert deciliter to milliliter: multiply by 100.0
deciliter,centiliter,10.0,volume,Convert deciliter to centiliter: multiply by 10.0
deciliter,hectoliter,0.001,volume,Convert deciliter to hectoliter: multiply by 0.001
deciliter,cubic_meter,0.0001,volume,Convert deciliter to cubic_meter: multiply by 0.0001
deciliter,cubic_centimeter,100.0,volume,Convert deciliter to cubic_centimeter: multiply by 100.0
deciliter,gallon_us,0.026417205236,volume,Convert deciliter to gallon_us: multiply by 0.026417205235814843
deciliter,quart_us,0.105668820943,volume,Convert deciliter to quart_us: multiply by 0.10566882094325937
deciliter,pint_us,0.211337641887,volume,Convert deciliter to pint_us: multiply by 0.21133764188651874
deciliter,cup_us,0.422675283773,volume,Convert deciliter to cup_us: multiply by 0.4226752837730375
deciliter,fluid_ounce_us,3.381402270184,volume,Convert deciliter to fluid_ounce_us: multiply by 3.3814022701843
deciliter,tablespoon_us,6.762804540369,volume,Convert deciliter to tablespoon_us: multiply by 6.7628045403686
deciliter,teaspoon_us,20.288413621106,volume,Convert deciliter to teaspoon_us: multiply by 20.2884136211058
deciliter,gallon_uk,0.02199692483,volume,Convert deciliter to gallon_uk: multiply by 0.021996924829908778
deciliter,quart_uk,0.08798769932,volume,Convert deciliter to quart_uk: multiply by 0.08798769931963511
deciliter,pint_uk,0.175975398639,volume,Convert deciliter to pint_uk: multiply by 0.17597539863927023
deciliter,fluid_ounce_uk,3.519507972785,volume,Convert deciliter to fluid_ounce_uk: multiply by 3.519507972785405
deciliter,barrel_oil,0.000628981077,volume,Convert deciliter to barrel_oil: multiply by 0.0006289810770432105
deciliter,bushel_us,0.002837759326,volume,Convert deciliter to bushel_us: multiply by 0.002837759325840175
deciliter,peck_us,0.011351037303,volume,Convert deciliter to peck_us: multiply by 0.0113510373033607
hectoliter,liter,100.0,volume,Convert hectoliter to liter: multiply by 100.0
hectoliter,milliliter,100000.0,volume,Convert hectoliter to milliliter: multiply by 100000.0
hectoliter,centiliter,10000.0,volume,Convert hectoliter to centiliter: multiply by 10000.0
hectoliter,deciliter,1000.0,volume,Convert hectoliter to deciliter: multiply by 1000.0
hectoliter,cubic_meter,0.1,volume,Convert hectoliter to cubic_meter: multiply by 0.1
hectoliter,cubic_centimeter,100000.0,volume,Convert hectoliter to cubic_centimeter: multiply by 100000.0
hectoliter,gallon_us,26.417205235815,volume,Convert hectoliter to gallon_us: multiply by 26.41720523581484
hectoliter,quart_us,105.668820943259,volume,Convert hectoliter to quart_us: multiply by 105.66882094325936
hectoliter,pint_us,211.337641886519,volume,Convert hectoliter to pint_us: multiply by 211.33764188651872
hectoliter,cup_us,422.675283773037,volume,Convert hectoliter to cup_us: multiply by 422.67528377303745
hectoliter,fluid_ounce_us,3381.4022701843,volume,Convert hectoliter to fluid_ounce_us: multiply by 3381.4022701842996
hectoliter,tablespoon_us,6762.804540368599,volume,Convert hectoliter to tablespoon_us: multiply by 6762.804540368599
hectoliter,teaspoon_us,20288.4136211058,volume,Convert hectoliter to teaspoon_us: multiply by 20288.4136211058
hectoliter,gallon_uk,21.996924829909,volume,Convert hectoliter to gallon_uk: multiply by 21.996924829908778
hectoliter,quart_uk,87.987699319635,volume,Convert hectoliter to quart_uk: multiply by 87.98769931963511
hectoliter,pint_uk,175.97539863927,volume,Convert hectoliter to pint_uk: multiply by 175.97539863927022
hectoliter,fluid_ounce_uk,3519.507972785404,volume,Convert hectoliter to fluid_ounce_uk: multiply by 3519.5079727854045
hectoliter,barrel_oil,0.628981077043,volume,Convert hectoliter to barrel_oil: multiply by 0.6289810770432105
hectoliter,bushel_us,2.83775932584,volume,Convert hectoliter to bushel_us: multiply by 2.837759325840175
hectoliter,peck_us,11.351037303361,volume,Convert hectoliter to peck_us: multiply by 11.3510373033607
cubic_meter,liter,1000.0,volume,Convert cubic_meter to liter: multiply by 1000.0
cubic_meter,milliliter,1000000.0,volume,Convert cubic_meter to milliliter: multiply by 1000000.0
cubic_meter,centiliter,100000.0,volume,Convert cubic_meter to centiliter: multiply by 100000.0
cubic_meter,deciliter,10000.0,volume,Convert cubic_meter to deciliter: multiply by 10000.0
cubic_meter,hectoliter,10.0,volume,Convert cubic_meter to hectoliter: multiply by 10.0
cubic_meter,cubic_centimeter,1000000.0,volume,Convert cubic_meter to cubic_centimeter: multiply by 1000000.0
cubic_meter,gallon_us,264.172052358148,volume,Convert cubic_meter to gallon_us: multiply by 264.17205235814845
cubic_meter,quart_us,1056.688209432594,volume,Convert cubic_meter to quart_us: multiply by 1056.6882094325938
cubic_meter,pint_us,2113.376418865188,volume,Convert cubic_meter to pint_us: multiply by 2113.3764188651876
cubic_meter,cup_us,4226.752837730375,volume,Convert cubic_meter to cup_us: multiply by 4226.752837730375
cubic_meter,fluid_ounce_us,33814.022701843,volume,Convert cubic_meter to fluid_ounce_us: multiply by 33814.022701843
cubic_meter,tablespoon_us,67628.045403686,volume,Convert cubic_meter to tablespoon_us: multiply by 67628.045403686
cubic_meter,teaspoon_us,202884.13621105798,volume,Convert cubic_meter to teaspoon_us: multiply by 202884.13621105798
cubic_meter,gallon_uk,219.969248299088,volume,Convert cubic_meter to gallon_uk: multiply by 219.96924829908778
cubic_meter,quart_uk,879.876993196351,volume,Convert cubic_meter to quart_uk: multiply by 879.8769931963511
cubic_meter,pint_uk,1759.753986392702,volume,Convert cubic_meter to pint_uk: multiply by 1759.7539863927022
cubic_meter,fluid_ounce_uk,35195.07972785405,volume,Convert cubic_meter to fluid_ounce_uk: multiply by 35195.07972785405
cubic_meter,barrel_oil,6.289810770432,volume,Convert cubic_meter to barrel_oil: multiply by 6.289810770432105
cubic_meter,bushel_us,28.377593258402,volume,Convert cubic_meter to bushel_us: multiply by 28.37759325840175
cubic_meter,peck_us,113.510373033607,volume,Convert cubic_meter to peck_us: multiply by 113.510373033607
cubic_centimeter,liter,0.001,volume,Convert cubic_centimeter to liter: multiply by 0.001
cubic_centimeter,milliliter,1.0,volume,Convert cubic_centimeter to milliliter: multiply by 1.0
cubic_centimeter,centiliter,0.1,volume,Convert cubic_centimeter to centiliter: multiply by 0.1
cubic_centimeter,deciliter,0.01,volume,Convert cubic_centimeter to deciliter: multiply by 0.01
cubic_centimeter,hectoliter,1e-05,volume,Convert cubic_centimeter to hectoliter: multiply by 1e-05
cubic_centimeter,cubic_meter,1e-06,volume,Convert cubic_centimeter to cubic_meter: multiply by 1e-06
cubic_centimeter,gallon_us,0.000264172052,volume,Convert cubic_centimeter to gallon_us: multiply by 0.00026417205235814843
cubic_centimeter,quart_us,0.001056688209,volume,Convert cubic_centimeter to quart_us: multiply by 0.0010566882094325937
cubic_centimeter,pint_us,0.002113376419,volume,Convert cubic_centimeter to pint_us: multiply by 0.0021133764188651875
cubic_centimeter,cup_us,0.004226752838,volume,Convert cubic_centimeter to cup_us: multiply by 0.004226752837730375
cubic_centimeter,fluid_ounce_us,0.033814022702,volume,Convert cubic_centimeter to fluid_ounce_us: multiply by 0.033814022701843
cubic_centimeter,tablespoon_us,0.067628045404,volume,Convert cubic_centimeter to tablespoon_us: multiply by 0.067628045403686
cubic_centimeter,teaspoon_us,0.202884136211,volume,Convert cubic_centimeter to teaspoon_us: multiply by 0.202884136211058
cubic_centimeter,gallon_uk,0.000219969248,volume,Convert cubic_centimeter to gallon_uk: multiply by 0.00021996924829908776
cubic_centimeter,quart_uk,0.000879876993,volume,Convert cubic_centimeter to quart_uk: multiply by 0.000879876993196351
cubic_centimeter,pint_uk,0.001759753986,volume,Convert cubic_centimeter to pint_uk: multiply by 0.001759753986392702
cubic_centimeter,fluid_ounce_uk,0.035195079728,volume,Convert cubic_centimeter to fluid_ounce_uk: multiply by 0.035195079727854045
cubic_centimeter,barrel_oil,6.289811e-06,volume,Convert cubic_centimeter to barrel_oil: multiply by 6.289810770432105e-06
cubic_centimeter,bushel_us,2.8377593e-05,volume,Convert cubic_centimeter to bushel_us: multiply by 2.8377593258401748e-05
cubic_centimeter,peck_us,0.000113510373,volume,Convert cubic_centimeter to peck_us: multiply by 0.00011351037303360699
gallon_us,liter,3.785411784,volume,Convert gallon_us to liter: multiply by 3.785411784
gallon_us,milliliter,3785.411784,volume,Convert gallon_us to milliliter: multiply by 3785.411784
gallon_us,centiliter,378.5411784,volume,Convert gallon_us to centiliter: multiply by 378.5411784
gallon_us,deciliter,37.85411784,volume,Convert gallon_us to deciliter: multiply by 37.854117839999994
gallon_us,hectoliter,0.03785411784,volume,Convert gallon_us to hectoliter: multiply by 0.03785411784
gallon_us,cubic_meter,0.003785411784,volume,Convert gallon_us to cubic_meter: multiply by 0.0037854117839999997
gallon_us,cubic_centimeter,3785.411784,volume,Convert gallon_us to cubic_centimeter: multiply by 3785.411784
gallon_us,quart_us,4.0,volume,Convert gallon_us to quart_us: multiply by 4.0
gallon_us,pint_us,8.0,volume,Convert gallon_us to pint_us: multiply by 8.0
gallon_us,cup_us,16.0,volume,Convert gallon_us to cup_us: multiply by 16.0
gallon_us,fluid_ounce_us,128.0,volume,Convert gallon_us to fluid_ounce_us: multiply by 128.0
gallon_us,tablespoon_us,256.0,volume,Convert gallon_us to tablespoon_us: multiply by 256.0
gallon_us,teaspoon_us,768.0,volume,Convert gallon_us to teaspoon_us: multiply by 768.0
gallon_us,gallon_uk,0.832674184629,volume,Convert gallon_us to gallon_uk: multiply by 0.8326741846289888
gallon_us,quart_uk,3.330696738516,volume,Convert gallon_us to quart_uk: multiply by 3.330696738515955
gallon_us,pint_uk,6.661393477032,volume,Convert gallon_us to pint_uk: multiply by 6.66139347703191
gallon_us,fluid_ounce_uk,133.227869540638,volume,Convert gallon_us to fluid_ounce_uk: multiply by 133.2278695406382
gallon_us,barrel_oil,0.02380952381,volume,Convert gallon_us to barrel_oil: multiply by 0.023809523809523808
gallon_us,bushel_us,0.107420875922,volume,Convert gallon_us to bushel_us: multiply by 0.10742087592191293
gallon_us,peck_us,0.429683503688,volume,Convert gallon_us to peck_us: multiply by 0.42968350368765174
quart_us,liter,0.946352946,volume,Convert quart_us to liter: multiply by 0.946352946
quart_us,milliliter,946.352946,volume,Convert quart_us to milliliter: multiply by 946.352946
quart_us,centiliter,94.6352946,volume,Convert quart_us to centiliter: multiply by 94.6352946
quart_us,deciliter,9.46352946,volume,Convert quart_us to deciliter: multiply by 9.463529459999998
quart_us,hectoliter,0.00946352946,volume,Convert quart_us to hectoliter: multiply by 0.00946352946
quart_us,cubic_meter,0.000946352946,volume,Convert quart_us to cubic_meter: multiply by 0.0009463529459999999
quart_us,cubic_centimeter,946.352946,volume,Convert quart_us to cubic_centimeter: multiply by 946.352946
quart_us,gallon_us,0.25,volume,Convert quart_us to gallon_us: multiply by 0.25
quart_us,pint_us,2.0,volume,Convert quart_us to pint_us: multiply by 2.0
quart_us,cup_us,4.0,volume,Convert quart_us to cup_us: multiply by 4.0
quart_us,fluid_ounce_us,32.0,volume,Convert quart_us to fluid_ounce_us: multiply by 32.0
quart_us,tablespoon_us,64.0,volume,Convert quart_us to tablespoon_us: multiply by 64.0
quart_us,teaspoon_us,192.0,volume,Convert quart_us to teaspoon_us: multiply by 192.0
quart_us,gallon_uk,0.208168546157,volume,Convert quart_us to gallon_uk: multiply by 0.2081685461572472
quart_us,quart_uk,0.832674184629,volume,Convert quart_us to quart_uk: multiply by 0.8326741846289888
quart_us,pint_uk,1.665348369258,volume,Convert quart_us to pint_uk: multiply by 1.6653483692579776
quart_us,fluid_ounce_uk,33.30696738516,volume,Convert quart_us to fluid_ounce_uk: multiply by 33.30696738515955
quart_us,barrel_oil,0.005952380952,volume,Convert quart_us to barrel_oil: multiply by 0.005952380952380952
quart_us,bushel_us,0.02685521898,volume,Convert quart_us to bushel_us: multiply by 0.026855218980478233
quart_us,peck_us,0.107420875922,volume,Convert quart_us to peck_us: multiply by 0.10742087592191293
pint_us,liter,0.473176473,volume,Convert pint_us to liter: multiply by 0.473176473
pint_us,milliliter,473.176473,volume,Convert pint_us to milliliter: multiply by 473.176473
pint_us,centiliter,47.3176473,volume,Convert pint_us to centiliter: multiply by 47.3176473
pint_us,deciliter,4.73176473,volume,Convert pint_us to deciliter: multiply by 4.731764729999999
pint_us,hectoliter,0.00473176473,volume,Convert pint_us to hectoliter: multiply by 0.00473176473
pint_us,cubic_meter,0.000473176473,volume,Convert pint_us to cubic_meter: multiply by 0.00047317647299999996
pint_us,cubic_centimeter,473.176473,volume,Convert pint_us to cubic_centimeter: multiply by 473.176473
pint_us,gallon_us,0.125,volume,Convert pint_us to gallon_us: multiply by 0.125
pint_us,quart_us,0.5,volume,Convert pint_us to quart_us: multiply by 0.5
pint_us,cup_us,2.0,volume,Convert pint_us to cup_us: multiply by 2.0
pint_us,fluid_ounce_us,16.0,volume,Convert pint_us to fluid_ounce_us: multiply by 16.0
pint_us,tablespoon_us,32.0,volume,Convert pint_us to tablespoon_us: multiply by 32.0
pint_us,teaspoon_us,96.0,volume,Convert pint_us to teaspoon_us: multiply by 96.0
pint_us,gallon_uk,0.104084273079,volume,Convert pint_us to gallon_uk: multiply by 0.1040842730786236
pint_us,quart_uk,0.416337092314,volume,Convert pint_us to quart_uk: multiply by 0.4163370923144944
pint_us,pint_uk,0.832674184629,volume,Convert pint_us to pint_uk: multiply by 0.8326741846289888
pint_us,fluid_ounce_uk,16.65348369258,volume,Convert pint_us to fluid_ounce_uk: multiply by 16.653483692579776
pint_us,barrel_oil,0.002976190476,volume,Convert pint_us to barrel_oil: multiply by 0.002976190476190476
pint_us,bushel_us,0.01342760949,volume,Convert pint_us to bushel_us: multiply by 0.013427609490239117
pint_us,peck_us,0.053710437961,volume,Convert pint_us to peck_us: multiply by 0.05371043796095647
cup_us,liter,0.2365882365,volume,Convert cup_us to liter: multiply by 0.2365882365
cup_us,milliliter,236.5882365,volume,Convert cup_us to milliliter: multiply by 236.5882365
cup_us,centiliter,23.65882365,volume,Convert cup_us to centiliter: multiply by 23.65882365
cup_us,deciliter,2.365882365,volume,Convert cup_us to deciliter: multiply by 2.3658823649999996
cup_us,hectoliter,0.002365882365,volume,Convert cup_us to hectoliter: multiply by 0.002365882365
cup_us,cubic_meter,0.000236588236,volume,Convert cup_us to cubic_meter: multiply by 0.00023658823649999998
cup_us,cubic_centimeter,236.5882365,volume,Convert cup_us to cubic_centimeter: multiply by 236.5882365
cup_us,gallon_us,0.0625,volume,Convert cup_us to gallon_us: multiply by 0.0625
cup_us,quart_us,0.25,volume,Convert cup_us to quart_us: multiply by 0.25
cup_us,pint_us,0.5,volume,Convert cup_us to pint_us: multiply by 0.5
cup_us,fluid_ounce_us,8.0,volume,Convert cup_us to fluid_ounce_us: multiply by 8.0
cup_us,tablespoon_us,16.0,volume,Convert cup_us to tablespoon_us: multiply by 16.0
cup_us,teaspoon_us,48.0,volume,Convert cup_us to teaspoon_us: multiply by 48.0
cup_us,gallon_uk,0.052042136539,volume,Convert cup_us to gallon_uk: multiply by 0.0520421365393118
cup_us,quart_uk,0.208168546157,volume,Convert cup_us to quart_uk: multiply by 0.2081685461572472
cup_us,pint_uk,0.416337092314,volume,Convert cup_us to pint_uk: multiply by 0.4163370923144944
cup_us,fluid_ounce_uk,8.32674184629,volume,Convert cup_us to fluid_ounce_uk: multiply by 8.326741846289888
cup_us,barrel_oil,0.001488095238,volume,Convert cup_us to barrel_oil: multiply by 0.001488095238095238
cup_us,bushel_us,0.006713804745,volume,Convert cup_us to bushel_us: multiply by 0.006713804745119558
cup_us,peck_us,0.02685521898,volume,Convert cup_us to peck_us: multiply by 0.026855218980478233
fluid_ounce_us,liter,0.029573529562,volume,Convert fluid_ounce_us to liter: multiply by 0.0295735295625
fluid_ounce_us,milliliter,29.5735295625,volume,Convert fluid_ounce_us to milliliter: multiply by 29.5735295625
fluid_ounce_us,centiliter,2.95735295625,volume,Convert fluid_ounce_us to centiliter: multiply by 2.95735295625
fluid_ounce_us,deciliter,0.295735295625,volume,Convert fluid_ounce_us to deciliter: multiply by 0.29573529562499995
fluid_ounce_us,hectoliter,0.000295735296,volume,Convert fluid_ounce_us to hectoliter: multiply by 0.000295735295625
fluid_ounce_us,cubic_meter,2.957353e-05,volume,Convert fluid_ounce_us to cubic_meter: multiply by 2.9573529562499998e-05
fluid_ounce_us,cubic_centimeter,29.5735295625,volume,Convert fluid_ounce_us to cubic_centimeter: multiply by 29.5735295625
fluid_ounce_us,gallon_us,0.0078125,volume,Convert fluid_ounce_us to gallon_us: multiply by 0.0078125
fluid_ounce_us,quart_us,0.03125,volume,Convert fluid_ounce_us to quart_us: multiply by 0.03125
fluid_ounce_us,pint_us,0.0625,volume,Convert fluid_ounce_us to pint_us: multiply by 0.0625
fluid_ounce_us,cup_us,0.125,volume,Convert fluid_ounce_us to cup_us: multiply by 0.125
fluid_ounce_us,tablespoon_us,2.0,volume,Convert fluid_ounce_us to tablespoon_us: multiply by 2.0
fluid_ounce_us,teaspoon_us,6.0,volume,Convert fluid_ounce_us to teaspoon_us: multiply by 6.0
fluid_ounce_us,gallon_uk,0.006505267067,volume,Convert fluid_ounce_us to gallon_uk: multiply by 0.006505267067413975
fluid_ounce_us,quart_uk,0.02602106827,volume,Convert fluid_ounce_us to quart_uk: multiply by 0.0260210682696559
fluid_ounce_us,pint_uk,0.052042136539,volume,Convert fluid_ounce_us to pint_uk: multiply by 0.0520421365393118
fluid_ounce_us,fluid_ounce_uk,1.040842730786,volume,Convert fluid_ounce_us to fluid_ounce_uk: multiply by 1.040842730786236
fluid_ounce_us,barrel_oil,0.000186011905,volume,Convert fluid_ounce_us to barrel_oil: multiply by 0.00018601190476190475
fluid_ounce_us,bushel_us,0.000839225593,volume,Convert fluid_ounce_us to bushel_us: multiply by 0.0008392255931399448
fluid_ounce_us,peck_us,0.003356902373,volume,Convert fluid_ounce_us to peck_us: multiply by 0.003356902372559779
tablespoon_us,liter,0.014786764781,volume,Convert tablespoon_us to liter: multiply by 0.01478676478125
tablespoon_us,milliliter,14.78676478125,volume,Convert tablespoon_us to milliliter: multiply by 14.78676478125
tablespoon_us,centiliter,1.478676478125,volume,Convert tablespoon_us to centiliter: multiply by 1.478676478125
tablespoon_us,deciliter,0.147867647812,volume,Convert tablespoon_us to deciliter: multiply by 0.14786764781249997
tablespoon_us,hectoliter,0.000147867648,volume,Convert tablespoon_us to hectoliter: multiply by 0.0001478676478125
tablespoon_us,cubic_meter,1.4786765e-05,volume,Convert tablespoon_us to cubic_meter: multiply by 1.4786764781249999e-05
tablespoon_us,cubic_centimeter,14.78676478125,volume,Convert tablespoon_us to cubic_centimeter: multiply by 14.78676478125
tablespoon_us,gallon_us,0.00390625,volume,Convert tablespoon_us to gallon_us: multiply by 0.00390625
tablespoon_us,quart_us,0.015625,volume,Convert tablespoon_us to quart_us: multiply by 0.015625
tablespoon_us,pint_us,0.03125,volume,Convert tablespoon_us to pint_us: multiply by 0.03125
tablespoon_us,cup_us,0.0625,volume,Convert tablespoon_us to cup_us: multiply by 0.0625
tablespoon_us,fluid_ounce_us,0.5,volume,Convert tablespoon_us to fluid_ounce_us: multiply by 0.5
tablespoon_us,teaspoon_us,3.0,volume,Convert tablespoon_us to teaspoon_us: multiply by 3.0
tablespoon_us,gallon_uk,0.003252633534,volume,Convert tablespoon_us to gallon_uk: multiply by 0.0032526335337069875
tablespoon_us,quart_uk,0.013010534135,volume,Convert tablespoon_us to quart_uk: multiply by 0.01301053413482795
tablespoon_us,pint_uk,0.02602106827,volume,Convert tablespoon_us to pint_uk: multiply by 0.0260210682696559
tablespoon_us,fluid_ounce_uk,0.520421365393,volume,Convert tablespoon_us to fluid_ounce_uk: multiply by 0.520421365393118
tablespoon_us,barrel_oil,9.3005952e-05,volume,Convert tablespoon_us to barrel_oil: multiply by 9.300595238095238e-05
tablespoon_us,bushel_us,0.000419612797,volume,Convert tablespoon_us to bushel_us: multiply by 0.0004196127965699724
tablespoon_us,peck_us,0.001678451186,volume,Convert tablespoon_us to peck_us: multiply by 0.0016784511862798896
teaspoon_us,liter,0.004928921594,volume,Convert teaspoon_us to liter: multiply by 0.00492892159375
teaspoon_us,milliliter,4.92892159375,volume,Convert teaspoon_us to milliliter: multiply by 4.92892159375
teaspoon_us,centiliter,0.492892159375,volume,Convert teaspoon_us to centiliter: multiply by 0.49289215937499997
teaspoon_us,deciliter,0.049289215937,volume,Convert teaspoon_us to deciliter: multiply by 0.0492892159375
teaspoon_us,hectoliter,4.9289216e-05,volume,Convert teaspoon_us to hectoliter: multiply by 4.92892159375e-05
teaspoon_us,cubic_meter,4.928922e-06,volume,Convert teaspoon_us to cubic_meter: multiply by 4.92892159375e-06
teaspoon_us,cubic_centimeter,4.92892159375,volume,Convert teaspoon_us to cubic_centimeter: multiply by 4.92892159375
teaspoon_us,gallon_us,0.001302083333,volume,Convert teaspoon_us to gallon_us: multiply by 0.0013020833333333333
teaspoon_us,quart_us,0.005208333333,volume,Convert teaspoon_us to quart_us: multiply by 0.005208333333333333
teaspoon_us,pint_us,0.010416666667,volume,Convert teaspoon_us to pint_us: multiply by 0.010416666666666666
teaspoon_us,cup_us,0.020833333333,volume,Convert teaspoon_us to cup_us: multiply by 0.020833333333333332
teaspoon_us,fluid_ounce_us,0.166666666667,volume,Convert teaspoon_us to fluid_ounce_us: multiply by 0.16666666666666666
teaspoon_us,tablespoon_us,0.333333333333,volume,Convert teaspoon_us to tablespoon_us: multiply by 0.3333333333333333
teaspoon_us,gallon_uk,0.001084211178,volume,Convert teaspoon_us to gallon_uk: multiply by 0.0010842111779023292
teaspoon_us,quart_uk,0.004336844712,volume,Convert teaspoon_us to quart_uk: multiply by 0.004336844711609317
teaspoon_us,pint_uk,0.008673689423,volume,Convert teaspoon_us to pint_uk: multiply by 0.008673689423218634
teaspoon_us,fluid_ounce_uk,0.173473788464,volume,Convert teaspoon_us to fluid_ounce_uk: multiply by 0.17347378846437267
teaspoon_us,barrel_oil,3.1001984e-05,volume,Convert teaspoon_us to barrel_oil: multiply by 3.1001984126984125e-05
teaspoon_us,bushel_us,0.000139870932,volume,Convert teaspoon_us to bushel_us: multiply by 0.0001398709321899908
teaspoon_us,peck_us,0.000559483729,volume,Convert teaspoon_us to peck_us: multiply by 0.0005594837287599632
gallon_uk,liter,4.54609,volume,Convert gallon_uk to liter: multiply by 4.54609
gallon_uk,milliliter,4546.09,volume,Convert gallon_uk to milliliter: multiply by 4546.09
gallon_uk,centiliter,454.609,volume,Convert gallon_uk to centiliter: multiply by 454.60900000000004
gallon_uk,deciliter,45.4609,volume,Convert gallon_uk to deciliter: multiply by 45.4609
gallon_uk,hectoliter,0.0454609,volume,Convert gallon_uk to hectoliter: multiply by 0.045460900000000005
gallon_uk,cubic_meter,0.00454609,volume,Convert gallon_uk to cubic_meter: multiply by 0.00454609
gallon_uk,cubic_centimeter,4546.09,volume,Convert gallon_uk to cubic_centimeter: multiply by 4546.09
gallon_uk,gallon_us,1.200949925505,volume,Convert gallon_uk to gallon_us: multiply by 1.200949925504855
gallon_uk,quart_us,4.803799702019,volume,Convert gallon_uk to quart_us: multiply by 4.80379970201942
gallon_uk,pint_us,9.607599404039,volume,Convert gallon_uk to pint_us: multiply by 9.60759940403884
gallon_uk,cup_us,19.215198808078,volume,Convert gallon_uk to cup_us: multiply by 19.21519880807768
gallon_uk,fluid_ounce_us,153.721590464621,volume,Convert gallon_uk to fluid_ounce_us: multiply by 153.72159046462144
gallon_uk,tablespoon_us,307.443180929243,volume,Convert gallon_uk to tablespoon_us: multiply by 307.4431809292429
gallon_uk,teaspoon_us,922.329542787729,volume,Convert gallon_uk to teaspoon_us: multiply by 922.3295427877287
